Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Num_Platforms,Exclusive
12447,Chevrolet Camaro: Wild Ride,Wii,2010,Racing,Storm City Games,0.06,0.0,0.0,0.0,0.06,2,0
12448,Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,1,1
12449,Busy Scissors,DS,2010,Simulation,Little Orbit,0.06,0.0,0.0,0.0,0.06,2,0
12450,Dreamer Series: Zoo Keeper,DS,2010,Simulation,DreamCatcher Interactive,0.06,0.0,0.0,0.0,0.06,1,1
12451,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,1,1
12452,Power Pro Success Legends,PSP,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,1,1
12453,Pheasants Forever Wingshooter,Wii,2010,Shooter,Unknown,0.03,0.02,0.0,0.0,0.06,1,1
12454,Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,0.04,0.02,0.0,0.0,0.06,2,0
12455,Create,PC,2010,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06,4,0
12456,Rooms: The Main Building,Wii,2010,Adventure,Hudson Soft,0.06,0.0,0.0,0.0,0.06,2,0
12457,Satisfashion,DS,2010,Misc,Destineer,0.06,0.0,0.0,0.0,0.06,2,0
12458,Match 3 Madness,DS,2010,Puzzle,Foreign Media Games,0.0,0.05,0.0,0.01,0.06,1,1
12459,Starry ? Sky: In Summer,PSP,2010,Misc,Asgard,0.0,0.0,0.06,0.0,0.06,1,1
12460,Imagine: Resort Owner,DS,2010,Strategy,Ubisoft,0.05,0.0,0.0,0.0,0.06,1,1
12461,pro evolution soccer 2011,PC,2010,Sports,Konami Digital Entertainment,0.0,0.05,0.0,0.01,0.06,6,0
12462,Dance Sensation!,Wii,2010,Misc,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,1,1
12463,Quiz! Hexagon II,DS,2010,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,1,1
12464,Call of Duty: The War Collection,X360,2010,Shooter,Activision,0.05,0.0,0.0,0.0,0.06,1,1
12465,Syphon Filter: Logan's Shadow,PS2,2010,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,2,0
12466,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010,Role-Playing,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,1,1
12467,Gormiti: The Lords of Nature!,DS,2010,Adventure,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,2,0
12468,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010,Action,Takara Tomy,0.0,0.0,0.06,0.0,0.06,1,1
12469,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010,Adventure,O-Games,0.02,0.03,0.0,0.01,0.06,1,1
12470,Kid Fit Island Resort,Wii,2010,Sports,Avanquest,0.05,0.0,0.0,0.0,0.06,1,1
12471,The Lord of the Rings: Aragorn's Quest,PS2,2010,Action,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06,5,0
12472,F1 2010,PC,2010,Racing,Codemasters,0.0,0.05,0.0,0.01,0.06,3,0
12473,Dream C Club Portable,PSP,2010,Simulation,D3Publisher,0.0,0.0,0.06,0.0,0.06,1,1
12474,Sled Shred featuring the Jamaican Bobsled Team,Wii,2010,Sports,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,1,1
12475,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06,1,1
13038,Minna to Kimi no Piramekino!,DS,2010,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,1,1
13039,Virtual Villagers: A New Home,DS,2010,Simulation,PQube,0.04,0.01,0.0,0.0,0.05,1,1
13040,Learn Science,DS,2010,Misc,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05,1,1
13041,Hakuouki: Reimeiroku,PS2,2010,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05,1,1
13042,Shin Sangoku Musou 5 Empires,PSP,2010,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,1,1
13043,Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05,3,0
13044,Samantha Swift and the Hidden Roses of Athena,DS,2010,Adventure,Unknown,0.04,0.01,0.0,0.0,0.05,1,1
13045,Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05,4,0
13046,Animal Planet: Vet Collection,DS,2010,Simulation,Activision,0.05,0.0,0.0,0.0,0.05,1,1
13047,Imagine Animal Doctor Care Center,DS,2010,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05,1,1
13048,TrackMania Turbo: Build to Race,DS,2010,Racing,Ubisoft,0.03,0.02,0.0,0.01,0.05,1,1
13049,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010,Action,Hudson Soft,0.0,0.0,0.05,0.0,0.05,1,1
13050,DoDonPachi Resurrection,X360,2010,Shooter,Rising Star Games,0.0,0.05,0.0,0.01,0.05,1,1
13051,Sushi Go-Round,Wii,2010,Simulation,Asylum Entertainment,0.05,0.0,0.0,0.0,0.05,2,0
13052,Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.05,2,0
13053,Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,2,0
13054,MorphX,X360,2010,Shooter,505 Games,0.05,0.0,0.0,0.0,0.05,1,1
13055,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010,Fighting,Hudson Soft,0.0,0.0,0.05,0.0,0.05,1,1
13056,RPG Tsukuru DS,DS,2010,Role-Playing,Enterbrain,0.0,0.0,0.05,0.0,0.05,1,1
13057,TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,2,0
13058,Trick x Logic: Season 1,PSP,2010,Adventure,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,1,1
13059,Winning Post 7 2010,PSP,2010,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,2,0
13060,Hakuoki: Stories of the Shinsengumi,PS3,2010,Adventure,Idea Factory,0.02,0.0,0.03,0.0,0.05,1,1
13061,Starry ? Sky: In Spring,PSP,2010,Misc,Asgard,0.0,0.0,0.05,0.0,0.05,1,1
13062,Pet Pals: New Leash on Life,DS,2010,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05,1,1
13063,Sam & Max: Beyond Time and Space,Wii,2010,Adventure,Atari,0.05,0.0,0.0,0.0,0.05,1,1
13064,Marriage Royale: Prism Story,PSP,2010,Adventure,ASCII Media Works,0.0,0.0,0.05,0.0,0.05,1,1
13065,Singularity,PC,2010,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05,1,1
13066,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,2010,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,1,1
13067,Corpse Party: Blood Covered - Repeated Fear,PSP,2010,Adventure,5pb,0.0,0.0,0.05,0.0,0.05,2,0
13068,Durarara!! 3-way Standoff,PSP,2010,Adventure,ASCII Media Works,0.0,0.0,0.05,0.0,0.05,1,1
13069,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010,Role-Playing,Spike,0.0,0.0,0.05,0.0,0.05,1,1
13070,Sesame Street: Cookie's Counting Carnival,PC,2010,Misc,Warner Bros. Interactive Entertainment,0.05,0.0,0.0,0.0,0.05,3,0
13071,White Album: Tsuzurareru Fuyu no Omoide,PS3,2010,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,1,1
13072,TNA iMPACT: Cross the Line,DS,2010,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,2,0
13073,Winter Sports 3: The Great Tournament,Wii,2010,Sports,Tradewest,0.02,0.02,0.0,0.0,0.05,3,0
13074,J-League Winning Eleven 2010: Club Championship,PS2,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,1,1
13075,Worms Reloaded,PC,2010,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05,1,1
13076,Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,1,1
13077,Rock of the Dead,PS3,2010,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.05,2,0
13078,Gummy Bears Mini Golf,DS,2010,Sports,Storm City Games,0.04,0.0,0.0,0.0,0.05,2,0
13079,Forza Motorsport 3: Ultimate Edition,X360,2010,Racing,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,1,1
13080,Galaxy Racers,DS,2010,Racing,Ubisoft,0.04,0.0,0.0,0.0,0.05,1,1
13081,River City Soccer Hooligans,DS,2010,Sports,Arc System Works,0.04,0.0,0.01,0.0,0.05,1,1
13082,Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.05,2,0
13083,Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010,Misc,Warner Bros. Interactive Entertainment,0.04,0.0,0.0,0.0,0.05,3,0
13084,Ape Escape,PS3,2010,Platform,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.05,2,0
13657,Sushi Go-Round,DS,2010,Simulation,Asylum Entertainment,0.04,0.0,0.0,0.0,0.04,2,0
13658,Cheer We Go!,DS,2010,Misc,Natsume,0.04,0.0,0.0,0.0,0.04,1,1
13659,World Championship Spelling,DS,2010,Misc,505 Games,0.04,0.0,0.0,0.0,0.04,1,1
13660,Honda ATV Fever,Wii,2010,Racing,Storm City Games,0.04,0.0,0.0,0.0,0.04,2,0
13661,Split/Second,PC,2010,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04,4,0
13662,B's-LOG Party♪,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,1,1
13663,Gormiti: The Lords of Nature!,Wii,2010,Adventure,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,2,0
13664,Casual Mania!,DS,2010,Puzzle,Foreign Media Games,0.04,0.0,0.0,0.0,0.04,1,1
13665,The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0.0,0.0,0.0,0.04,1,1
13666,Saki Portable,PSP,2010,Adventure,Alchemist,0.0,0.0,0.04,0.0,0.04,1,1
13667,Playmobil Top Agents,DS,2010,Action,JoWood Productions,0.0,0.04,0.0,0.0,0.04,1,1
13668,Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,2,0
13669,NatGeo Challenge! Wild Life,Wii,2010,Misc,Black Bean Games,0.04,0.0,0.0,0.0,0.04,3,0
13670,Sherlock Holmes: Secret of The Silver Earring,Wii,2010,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04,1,1
13671,Little Busters! Converted Edition,PSP,2010,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,3,0
13672,Shukufuku no Campanella Portable,PSP,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,1,1
13673,Paws & Claws: Regal Resort,DS,2010,Simulation,THQ,0.04,0.0,0.0,0.0,0.04,1,1
13674,Battle Spirits: Digital Starter,DS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,1,1
13675,Winning Post World 2010,PS3,2010,Sports,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,1,1
13676,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,1,1
13677,Harley-Davidson: Road Trip,Wii,2010,Racing,Destineer,0.04,0.0,0.0,0.0,0.04,1,1
13678,North American Hunting Extravaganza 2,Wii,2010,Sports,Unknown,0.03,0.0,0.0,0.0,0.04,1,1
13679,City Builder,Wii,2010,Misc,Virtual Play Games,0.04,0.0,0.0,0.0,0.04,1,1
13680,Who Wants to Be a Millionaire: 3rd Edition,DS,2010,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04,2,0
13681,Deal or No Deal: Special Edition,DS,2010,Misc,Zoo Games,0.04,0.0,0.0,0.0,0.04,1,1
13682,Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04,1,1
13683,CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04,4,0
13684,Zac to Ombra: Maboroshi no Yuuenchi,DS,2010,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,1,1
13685,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,1,1
13686,Gummy Bears Mini Golf,Wii,2010,Sports,Unknown,0.04,0.0,0.0,0.0,0.04,2,0
13687,All Points Bulletin,PC,2010,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.01,0.04,1,1
13688,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,1,1
13689,Dora's Big Birthday Adventure,PS2,2010,Misc,Take-Two Interactive,0.02,0.01,0.0,0.0,0.04,3,0
13690,Harukanaru Toki no Naka de 4: Aizouban,PSP,2010,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,1,1
13691,Kevin Van Dam: Big Bass Challenge,Wii,2010,Sports,Zoo Games,0.04,0.0,0.0,0.0,0.04,1,1
13692,The Treasures of Montezuma,DS,2010,Puzzle,Foreign Media Games,0.02,0.02,0.0,0.0,0.04,1,1
13693,Heathcliff! Frantic Foto,DS,2010,Misc,Storm City Games,0.04,0.0,0.0,0.0,0.04,1,1
13694,Da Capo I & II Plus Situation Portable,PSP,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,1,1
13695,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04,1,1
13696,Monster Hunter Frontier Online: Season 9.0,X360,2010,Role-Playing,Capcom,0.0,0.0,0.04,0.0,0.04,1,1
13697,San Goku Shi DS 3,DS,2010,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,1,1
13698,Trick x Logic: Season 2,PSP,2010,Adventure,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,1,1
13699,Jane's Hotel,DS,2010,Simulation,Unknown,0.03,0.0,0.0,0.0,0.04,1,1
13700,Espgaluda II Black Label,X360,2010,Shooter,Cave,0.0,0.0,0.04,0.0,0.04,1,1
13701,Winter Sports 3: The Great Tournament,PS3,2010,Sports,Tradewest,0.0,0.03,0.0,0.01,0.04,3,0
13702,Alpha Protocol,PC,2010,Role-Playing,Sega,0.0,0.03,0.0,0.01,0.04,3,0
13703,Petz: Catz Playground,DS,2010,Simulation,Ubisoft,0.03,0.0,0.0,0.0,0.04,1,1
13704,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010,Role-Playing,ChunSoft,0.0,0.0,0.04,0.0,0.04,1,1
13705,Sins of a Solar Empire: Trinity,PC,2010,Strategy,Kalypso Media,0.0,0.03,0.0,0.01,0.04,1,1
13706,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010,Adventure,Yeti,0.0,0.0,0.04,0.0,0.04,1,1
13707,Greg Hastings Paintball 2,PS3,2010,Shooter,Majesco Entertainment,0.03,0.0,0.0,0.0,0.04,3,0
14354,Marines: Modern Urban Combat,Wii,2010,Shooter,O-Games,0.03,0.0,0.0,0.0,0.03,1,1
14355,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010,Misc,Unknown,0.0,0.0,0.03,0.0,0.03,1,1
14356,Apache: Air Assault,PC,2010,Simulation,Just Flight,0.0,0.03,0.0,0.01,0.03,3,0
14357,Maximum Racing: Drag & Stock Racer,Wii,2010,Racing,Nordic Games,0.03,0.0,0.0,0.0,0.03,1,1
14358,Prince of Persia: The Forgotten Sands,PC,2010,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03,6,0
14359,Yumeiro Patissiere: My Sweets Cooking,DS,2010,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,1,1
14360,Maximum Racing: GP Classic Racing,Wii,2010,Racing,Nordic Games,0.03,0.0,0.0,0.0,0.03,1,1
14361,House M.D.,DS,2010,Adventure,Mindscape,0.02,0.01,0.0,0.0,0.03,1,1
14362,Best Friends Tonight,DS,2010,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.03,1,1
14363,Sea Park Tycoon,DS,2010,Simulation,Foreign Media Games,0.02,0.01,0.0,0.0,0.03,1,1
14364,Foto Showdown,DS,2010,Role-Playing,Unknown,0.03,0.0,0.0,0.0,0.03,1,1
14365,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,2010,Misc,Kamui,0.0,0.0,0.03,0.0,0.03,1,1
14366,East India Company Collection,PC,2010,Misc,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,1,1
14367,Classic Dungeon: Fuyoku no Masoujin,PSP,2010,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,1,1
14368,River City Super Sports Challenge,DS,2010,Sports,Arc System Works,0.01,0.0,0.02,0.0,0.03,1,1
14369,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,2010,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,1,1
14370,SingStar Fussballhits,PS3,2010,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,1,1
14371,Chaos;Head - Love Chu*Chu!,X360,2010,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,2,0
14372,thinkSMART FAMILY!,Wii,2010,Misc,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03,1,1
14373,Last Escort: Club Katze,PSP,2010,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,2,0
14374,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010,Adventure,Yeti,0.0,0.0,0.03,0.0,0.03,1,1
14375,Jikandia: The Timeless Land,PSP,2010,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03,1,1
14376,Boot Camp Academy,Wii,2010,Action,Zoo Games,0.03,0.0,0.0,0.0,0.03,1,1
14377,Kiniro no Corda 3,PS2,2010,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,3,0
14378,Shaun White Skateboarding,PC,2010,Sports,Ubisoft,0.0,0.03,0.0,0.01,0.03,4,0
14379,StormLover,PSP,2010,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,1,1
14380,Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,1,1
14381,Keshisasu-Kun: Battle Kas-tival,DS,2010,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,1,1
14382,Dennou Senki Virtual-On Force,X360,2010,Fighting,Sega,0.0,0.0,0.03,0.0,0.03,1,1
14383,Nettou! Powerful Koushien,DS,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,1,1
14384,Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,2010,Role-Playing,Gust,0.0,0.0,0.03,0.0,0.03,1,1
14385,Senko no Ronde DUO,X360,2010,Fighting,G.Rev,0.0,0.0,0.03,0.0,0.03,1,1
14386,Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010,Fighting,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,1,1
14387,Hudson x GReeeeN Live!? DeeeeS!?,DS,2010,Misc,Hudson Soft,0.0,0.0,0.03,0.0,0.03,1,1
14388,DJ Max Portable 3,PSP,2010,Misc,CyberFront,0.01,0.0,0.02,0.0,0.03,1,1
14389,S.Y.K Renshouden,PS2,2010,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,1,1
14390,Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,0.0,0.0,0.0,0.03,5,0
14391,Armored Core: Last Raven Portable,PSP,2010,Simulation,From Software,0.0,0.0,0.03,0.0,0.03,1,1
14392,SD Gundam: Gashapon Wars,Wii,2010,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,2,0
14393,Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0.0,0.02,0.0,0.01,0.03,1,1
14394,MapleStory DS,DS,2010,Role-Playing,Nexon,0.0,0.0,0.03,0.0,0.03,1,1
14395,Heathcliff! The Fast and the Furriest,Wii,2010,Racing,Storm City Games,0.03,0.0,0.0,0.0,0.03,1,1
14396,Winx Club: Rockstars,DS,2010,Adventure,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03,1,1
14397,NatGeo Challenge! Wild Life,X360,2010,Misc,Black Bean Games,0.0,0.02,0.0,0.0,0.03,3,0
14398,Rugby League Live,PS3,2010,Sports,Home Entertainment Suppliers,0.0,0.02,0.0,0.01,0.03,2,0
14399,Girls Only,DS,2010,Simulation,Foreign Media Games,0.03,0.0,0.0,0.0,0.03,1,1
14400,Blaze Union: Story to Reach the Future,PSP,2010,Role-Playing,Sting,0.0,0.0,0.03,0.0,0.03,1,1
14401,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,2010,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,1,1
14402,101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent,0.02,0.0,0.0,0.0,0.03,1,1
14403,DeathSmiles II,X360,2010,Shooter,Cave,0.0,0.0,0.03,0.0,0.03,1,1
14404,Hyakumanton no Bara Bara,PSP,2010,Strategy,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,1,1
14405,1000 Cooking Recipes from ELLE à table,DS,2010,Misc,Nintendo,0.0,0.02,0.0,0.0,0.03,1,1
14406,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,1,1
14407,The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010,Fighting,SNK Playmore,0.0,0.0,0.03,0.0,0.03,1,1
14408,Rugby League Live,X360,2010,Sports,Home Entertainment Suppliers,0.0,0.02,0.0,0.0,0.03,2,0
14409,Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom,0.0,0.02,0.0,0.0,0.03,1,1
14410,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010,Adventure,Yeti,0.0,0.0,0.03,0.0,0.03,1,1
14411,Schlag den Raab,PC,2010,Misc,Namco Bandai Games,0.0,0.02,0.0,0.01,0.03,2,0
14412,UK Truck Simulator,PC,2010,Simulation,Unknown,0.0,0.03,0.0,0.0,0.03,1,1
14413,Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.01,0.03,1,1
14414,Lost Planet 2,PC,2010,Shooter,Capcom,0.0,0.02,0.0,0.01,0.03,3,0
14415,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03,1,1
14416,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,Irem Software Engineering,0.0,0.0,0.03,0.0,0.03,1,1
14417,Let's Play Ballerina,Wii,2010,Sports,Deep Silver,0.02,0.0,0.0,0.0,0.03,2,0
14418,Imagine: Sweet 16,DS,2010,Simulation,Ubisoft,0.02,0.0,0.0,0.0,0.03,1,1
14419,Starry ? Sky: In Autumn,PSP,2010,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,1,1
14420,Tenkaichi * Sengoku Lovers,DS,2010,Adventure,Rocket Company,0.0,0.0,0.03,0.0,0.03,1,1
15274,Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,1,1
15275,Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,2,0
15276,Let's Play Garden,Wii,2010,Simulation,Deep Silver,0.02,0.0,0.0,0.0,0.02,2,0
15277,No More Heroes: Heroes' Paradise,X360,2010,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,2,0
15278,Ken to Mahou to Gakuen Mono. 2G,PS3,2010,Role-Playing,Acquire,0.0,0.0,0.02,0.0,0.02,1,1
15279,LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,6,0
15280,Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010,Action,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,1,1
15281,Lilpri DS: Hime-Chen! Apple Pink,DS,2010,Adventure,Sega,0.0,0.0,0.02,0.0,0.02,1,1
15282,Star Trek Online,PC,2010,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02,1,1
15283,Carnage Heart EXA,PSP,2010,Strategy,ArtDink,0.0,0.0,0.02,0.0,0.02,1,1
15284,Fishdom 2 Deluxe,PC,2010,Puzzle,Rondomedia,0.0,0.02,0.0,0.01,0.02,1,1
15285,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,1,1
15286,Cities XL 2011,PC,2010,Simulation,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,1,1
15287,PDC World Championship Darts: Pro Tour,X360,2010,Sports,O-Games,0.0,0.02,0.0,0.0,0.02,3,0
15288,Vitamin Z Revolution,PSP,2010,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,1,1
15289,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,1,1
15290,Titanic Mystery,Wii,2010,Puzzle,O-Games,0.02,0.0,0.0,0.0,0.02,2,0
15291,Kingdom: Ikkitousen no Ken,PSP,2010,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,1,1
15292,Crazy Machines,Wii,2010,Puzzle,DTP Entertainment,0.01,0.01,0.0,0.0,0.02,2,0
15293,Chaos;Head Noah,PSP,2010,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,3,0
15294,Princess Saver! Eternal Love for My Lady,PS2,2010,Adventure,Comfort,0.0,0.0,0.02,0.0,0.02,1,1
15295,Twinkle * Crusaders GoGo!,PSP,2010,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02,1,1
15296,Serious Sam HD: Gold Edition,PC,2010,Shooter,Devolver Digital,0.0,0.02,0.0,0.0,0.02,2,0
15297,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,2010,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,1,1
15298,Dream Chronicles,DS,2010,Adventure,Zoo Games,0.02,0.0,0.0,0.0,0.02,1,1
15299,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02,1,1
